household,market,distance
82998374002998.0,82983774004048.0,1.881392706139
82998374002998.0,8297864004302.0,2.470635718584
82998374002998.0,82975384008744.0,5.267120875052
82998374002998.0,82991354004209.0,1.923370045415
82998374002998.0,82977264003872.0,2.160117988754
82998374002998.0,82979614004356.0,2.306332177393
82998374002998.0,82986424002601.0,1.3787930445630003
82998374002998.0,82984194002975.0,1.1111530205880005
82998374002998.0,82986694002882.0,1.2718855426420002
82998374002998.0,8298344400296.0,1.175822207413
82998374002998.0,82982174003061.0,1.237835033213
82998374002998.0,82985294002975.0,1.1111530205880005
82998374002998.0,82983864003632.0,1.516490722276
82998374002998.0,82999484003574.0,0.541508049483
82998374002998.0,82993854003579.0,0.8794760859799999
82998374002998.0,8299912400428.0,1.026998881945
82998374002998.0,83001164003873.0,0.7196768631680001
82998374002998.0,82997464003816.0,0.8498907485570001
82998374002998.0,82996974002636.0,0.360457938471
82998374002998.0,82995584003411.0,0.79413699284
82998374002998.0,82993734003496.0,0.8794760859799999
82998374002998.0,8299915400304.0,0.3593953940610001
82998374002998.0,82994114002782.0,0.912098684851
82998374002998.0,83005664003033.0,0.384490083267
82998374002998.0,82993194002584.0,0.984824568062
83001334002815.0,82983774004048.0,1.883363694951
83001334002815.0,8297864004302.0,2.472606707396
83001334002815.0,82975384008744.0,5.269091863864
83001334002815.0,82991354004209.0,1.925341034227
83001334002815.0,82977264003872.0,2.162088977566
83001334002815.0,82979614004356.0,2.3083031662050004
83001334002815.0,82986424002601.0,1.207915398192
83001334002815.0,82984194002975.0,1.1131240094
83001334002815.0,82986694002882.0,1.273856531454
83001334002815.0,8298344400296.0,1.177793196225
83001334002815.0,82982174003061.0,1.239806022025
83001334002815.0,82985294002975.0,1.1131240094
83001334002815.0,82983864003632.0,1.518461711088
83001334002815.0,82999484003574.0,0.5434790382950001
83001334002815.0,82993854003579.0,0.8814470747919999
83001334002815.0,8299912400428.0,1.028969870757
83001334002815.0,83001164003873.0,0.72164785198
83001334002815.0,82997464003816.0,0.8518617373690001
83001334002815.0,82996974002636.0,0.335759683963
83001334002815.0,82995584003411.0,0.796107981652
83001334002815.0,82993734003496.0,0.8814470747919999
83001334002815.0,8299915400304.0,0.361366382873
83001334002815.0,82994114002782.0,0.8874004303430001
83001334002815.0,83005664003033.0,0.330924174841
83001334002815.0,82993194002584.0,0.960126313554
8299755400415.0,82983774004048.0,2.143537946361
8299755400415.0,8297864004302.0,2.7335005064239994
8299755400415.0,82975384008744.0,5.529266115274002
8299755400415.0,82991354004209.0,2.1855152856370004
8299755400415.0,82977264003872.0,2.422263228976
8299755400415.0,82979614004356.0,2.5684774176150005
8299755400415.0,82986424002601.0,1.6409382847849998
8299755400415.0,82984194002975.0,1.3732982608099995
8299755400415.0,82986694002882.0,1.534030782864
8299755400415.0,8298344400296.0,1.437967447635
8299755400415.0,82982174003061.0,1.499980273435
8299755400415.0,82985294002975.0,1.3732982608099995
8299755400415.0,82983864003632.0,1.7786359624979995
8299755400415.0,82999484003574.0,1.397540429004
8299755400415.0,82993854003579.0,1.141621326202
8299755400415.0,8299912400428.0,1.883031261466
8299755400415.0,83001164003873.0,1.5757092426889996
8299755400415.0,82997464003816.0,1.7059231280779998
8299755400415.0,82996974002636.0,1.693562194775
8299755400415.0,82995584003411.0,1.056282233062
8299755400415.0,82993734003496.0,1.141621326202
8299755400415.0,8299915400304.0,1.01640761325
8299755400415.0,82994114002782.0,1.594200000907
8299755400415.0,83005664003033.0,1.425242390926
8299755400415.0,82993194002584.0,1.6669258841180004
82996054004001.0,82983774004048.0,0.7320707291340001
82996054004001.0,8297864004302.0,1.303808477767
82996054004001.0,82975384008744.0,5.483797292349001
82996054004001.0,82991354004209.0,0.404247195583
82996054004001.0,82977264003872.0,1.157019520953
