,ERHC_FA,ERLC_FA,LRHC_FA,LRLC_FA
0,638.7142857142856,821.5625,719.5,827.9166666666667
1,1281.285714285714,1551.875,1468.166666666666,1672.9166666666667
2,1901.142857142858,2294.0625,2228.9999999999995,2516.0416666666665
3,2531.5714285714284,3029.0625,2985.1666666666656,3384.3750000000005
4,3179.714285714285,3848.28125,3680.6666666666674,4265.625000000001
